0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 0
22, 1.50
23, 1.06
24, 0.16
25, 0.07
26, -0.92
27, -1.17
28, -1.29
29, -2.67
40, 1.95
41, 1.41
42, 0.35
43, -0.60
44, -1.41
45, -1.73
46, -1.83
47, -4.30
72, 2.47
73, 2.00
74, 0.77
75, -0.51
77, -2.11
78, -2.25
79, -3.56
